district,district_code,urban_rural,age,gender,marital_status,relationship_to_head,household_size,household_type,literacy_status,education_level,labour_force_status,employment_status,individual_income,consumption_expenditure,social_group,training_split,survey_weight,normalized_reference_weight,calibrated_reference_weight_gender_ur
Krishnagiri,30,Rural,41,Female,2,2,5,Casual labour in non-agriculture,Literate,Below Primary,Employed,Employed,0.0,7093.0,Other Backward Class,train,9900566,3.9087326837041996,3.6158558291082814
Krishnagiri,30,Rural,36,Female,2,2,4,Casual labour in non-agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,10387.0,Other Backward Class,holdout,462375,0.18254514687622195,0.16886724849710022
Krishnagiri,30,Rural,34,Female,2,4,4,Regular wage/salary earning,Literate,Higher Secondary,Employed,Employed,0.0,8708.0,Other Backward Class,holdout,1965555,0.7759989752220436,0.7178542624919553
Krishnagiri,30,Rural,30,Female,2,2,4,Regular wage/salary earning,Literate,Middle,Not in labour force,Not in labour force,0.0,10050.0,Other Backward Class,train,1965555,0.7759989752220436,0.7178542624919553
Krishnagiri,30,Rural,26,Female,2,3,4,Casual labour in non-agriculture,Literate,Middle,Employed,Employed,0.0,9818.0,Other Backward Class,train,2473197,0.9764154844419173,0.9032537926602494
Krishnagiri,30,Rural,32,Female,2,4,6,Self-employed in agriculture,Literate,Diploma/Certificate,Employed,Employed,0.0,12778.0,Other Backward Class,train,701999,0.2771484413343302,0.25638202666172666
Krishnagiri,30,Rural,27,Female,2,2,5,Regular wage/salary earning,Literate,Secondary,Not in labour force,Not in labour force,0.0,12335.0,Other Backward Class,train,2992276,1.1813473088168562,1.0928303106005062
Krishnagiri,30,Rural,31,Female,2,4,9,Casual labour in non-agriculture,Literate,Middle,Employed,Employed,0.0,19635.0,Other Backward Class,validation,678925,0.2680388512418253,0.24795500770131118
Krishnagiri,30,Rural,26,Female,2,4,9,Casual labour in non-agriculture,Literate,Secondary,Employed,Employed,0.0,19635.0,Other Backward Class,train,678925,0.2680388512418253,0.24795500770131118
Krishnagiri,30,Rural,35,Female,2,2,4,Casual labour in non-agriculture,Literate,Primary,Employed,Employed,0.0,9885.0,Other Backward Class,train,678925,0.2680388512418253,0.24795500770131118
Krishnagiri,30,Rural,37,Female,2,2,6,Casual labour in agriculture,Literate,Primary,Employed,Employed,0.0,11960.0,Scheduled Caste,holdout,504764,0.1992802779515097,0.18434843540500742
Krishnagiri,30,Rural,26,Female,2,2,4,Self-employed in non-agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,9977.0,Other Backward Class,validation,504764,0.1992802779515097,0.18434843540500742
Krishnagiri,30,Rural,42,Female,2,2,5,Regular wage/salary earning,Literate,Middle,Employed,Employed,18500.0,12239.0,Other Backward Class,train,8044494,3.1759574777504973,2.9379866284540292
Krishnagiri,30,Rural,38,Female,2,2,5,Casual labour in agriculture,Literate,Secondary,Employed,Employed,0.0,8169.0,Other Backward Class,train,2583252,1.019865078687849,0.9434477586691131
Krishnagiri,30,Rural,40,Female,2,2,4,Casual labour in non-agriculture,Literate,Middle,Employed,Employed,0.0,12381.0,Other Backward Class,train,1237614,0.48860866051596336,0.4519977742773511
Krishnagiri,30,Rural,28,Female,2,2,4,Casual labour in non-agriculture,Literate,Secondary,Employed,Employed,0.0,11124.0,Other Backward Class,train,3690794,1.4571214551389644,1.3479410165982297
Krishnagiri,30,Rural,37,Female,2,4,4,Self-employed in agriculture,Literate,Higher Secondary,Employed,Employed,0.0,8472.0,Other Backward Class,train,3690794,1.4571214551389644,1.3479410165982297
Krishnagiri,30,Rural,41,Female,2,2,3,Casual labour in agriculture,Literate,Middle,Employed,Employed,0.0,7969.0,Other Backward Class,holdout,1901827,0.7508392301663467,0.6945797082616807
Krishnagiri,30,Rural,41,Female,2,2,4,Casual labour in agriculture,Literate,Below Primary,Employed,Employed,0.0,8755.0,Other Backward Class,train,387286,0.1529000913827618,0.14144346299312885
Krishnagiri,30,Rural,40,Female,2,2,4,Casual labour in non-agriculture,Literate,Primary,Employed,Employed,0.0,11218.0,Other Backward Class,validation,2585436,1.0207273195113744,0.9442453927771804
Krishnagiri,30,Rural,28,Female,2,4,5,Regular wage/salary earning,Literate,Middle,Employed,Employed,0.0,12369.0,Other Backward Class,holdout,2585436,1.0207273195113744,0.9442453927771804
Krishnagiri,30,Rural,36,Female,2,2,4,Casual labour in non-agriculture,Literate,Primary,Employed,Employed,9400.0,10860.0,Other Backward Class,validation,328084,0.12952720620219174,0.11982188127801598
Krishnagiri,30,Rural,32,Female,2,2,7,Self-employed in agriculture,Literate,Diploma/Certificate,Employed,Employed,0.0,16613.0,Other Backward Class,train,7094728,2.8009908944186956,2.5911158609252984
Krishnagiri,30,Rural,43,Female,2,2,3,Casual labour in non-agriculture,Literate,Primary,Employed,Employed,0.0,11579.0,Scheduled Caste,train,4493140,1.7738867828827853,1.6409714818324106
Krishnagiri,30,Rural,33,Female,2,2,5,Casual labour in agriculture,Literate,Middle,Employed,Employed,0.0,5559.0,Other Backward Class,train,243360,0.09607826319285726,0.08887922918465382
Krishnagiri,30,Rural,35,Female,2,2,4,Regular wage/salary earning,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,8725.0,Other Backward Class,train,7298235,2.8813352365767693,2.6654400937231344
Krishnagiri,30,Rural,29,Female,2,2,4,Regular wage/salary earning,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,10024.0,Other Backward Class,holdout,1153121,0.455250916055271,0.42113948733003453
Krishnagiri,30,Rural,32,Female,2,4,2,Regular wage/salary earning,Literate,Diploma/Certificate,Employed,Employed,14500.0,7769.0,Other Backward Class,train,395349,0.1560833550091754,0.1443882083289107
Krishnagiri,30,Rural,25,Female,3,4,4,Regular wage/salary earning,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,9943.0,Other Backward Class,train,395349,0.1560833550091754,0.1443882083289107
Krishnagiri,30,Rural,33,Female,2,2,4,Self-employed in non-agriculture,Literate,Higher Secondary,Employed,Employed,0.0,7906.0,Other Backward Class,validation,1144012,0.4516546927670407,0.4178127249260116
Krishnagiri,30,Rural,44,Female,3,1,2,Regular wage/salary earning,Literate,Middle,Employed,Employed,12800.0,5973.0,Other Backward Class,train,3363110,1.327752168501521,1.2282652221531933
Krishnagiri,30,Rural,39,Female,2,2,3,Self-employed in agriculture,Literate,Middle,Employed,Employed,0.0,12437.0,Other Backward Class,holdout,3363110,1.327752168501521,1.2282652221531933
Krishnagiri,30,Rural,31,Female,2,2,3,Regular wage/salary earning,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,11676.0,Other Backward Class,validation,489431,0.193226826235796,0.17874856187982538
Krishnagiri,30,Rural,30,Female,2,2,4,Regular wage/salary earning,Literate,Middle,Not in labour force,Not in labour force,0.0,10692.0,Other Backward Class,validation,5037271,1.9887091095979095,1.8396974181221661
Krishnagiri,30,Rural,31,Female,2,2,5,Regular wage/salary earning,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,11508.0,Other Backward Class,holdout,654027,0.25820914793406824,0.23886183278250978
Krishnagiri,30,Rural,28,Female,2,4,6,Self-employed in agriculture,Literate,Higher Secondary,Employed,Employed,0.0,15943.0,Other Backward Class,holdout,3495249,1.3799205019172054,1.2765246422108485
Krishnagiri,30,Rural,32,Female,2,2,4,Regular wage/salary earning,Literate,Primary,Not in labour force,Not in labour force,0.0,12271.0,Other Backward Class,train,978408,0.38627441376560273,0.3573313152042192
Krishnagiri,30,Rural,42,Female,3,1,3,Self-employed in agriculture,Literate,Higher Secondary,Employed,Employed,0.0,5019.0,Other Backward Class,holdout,8561063,3.379898356856641,3.126646451517341
Krishnagiri,30,Rural,39,Female,2,2,3,Self-employed in agriculture,Literate,Middle,Employed,Employed,0.0,8613.0,Other Backward Class,train,1099775,0.43418997330261583,0.4016566168497397
Krishnagiri,30,Rural,43,Female,2,2,3,Casual labour in non-agriculture,Literate,Primary,Employed,Employed,0.0,7163.0,Other Backward Class,holdout,1099775,0.43418997330261583,0.4016566168497397
Krishnagiri,30,Rural,28,Female,2,2,3,Regular wage/salary earning,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,8650.0,Other Backward Class,holdout,834754,0.329559970879727,0.3048664204421701
Krishnagiri,30,Rural,33,Female,2,2,7,Casual labour in non-agriculture,Literate,Secondary,Employed,Employed,0.0,14286.0,Other Backward Class,train,3842977,1.5172031379441855,1.4035208478564816
Krishnagiri,30,Rural,26,Female,2,4,8,Regular wage/salary earning,Literate,Diploma/Certificate,Employed,Employed,26500.0,17230.0,Other Backward Class,train,5938404,2.3444754374487027,2.1688065832801815
Krishnagiri,30,Rural,38,Female,2,2,3,Self-employed in agriculture,Literate,Primary,Employed,Employed,0.0,9648.0,Scheduled Caste,train,10270034,4.054598248075249,3.750791854126344
Krishnagiri,30,Rural,15,Female,1,5,6,Casual labour in agriculture,Literate,Secondary,Not in labour force,Not in labour force,0.0,11960.0,Scheduled Caste,holdout,504764,0.1992802779515097,0.18434843540500742
Krishnagiri,30,Rural,20,Female,1,5,4,Casual labour in non-agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,12381.0,Other Backward Class,train,1237614,0.48860866051596336,0.4519977742773511
Krishnagiri,30,Rural,15,Female,1,5,4,Casual labour in non-agriculture,Literate,Secondary,Not in labour force,Not in labour force,0.0,12381.0,Other Backward Class,train,1237614,0.48860866051596336,0.4519977742773511
Krishnagiri,30,Rural,20,Female,1,5,4,Casual labour in agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,8755.0,Other Backward Class,train,387286,0.1529000913827618,0.14144346299312885
Krishnagiri,30,Rural,24,Female,2,4,6,Regular wage/salary earning,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,13530.0,Other Backward Class,holdout,8939259,3.5292097261304978,3.264770091231013
Krishnagiri,30,Rural,19,Female,1,5,2,Regular wage/salary earning,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,5973.0,Other Backward Class,validation,3363110,1.327752168501521,1.2282652221531933
Krishnagiri,30,Rural,18,Female,1,5,3,Self-employed in agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,12437.0,Other Backward Class,train,3363110,1.327752168501521,1.2282652221531933
Krishnagiri,30,Rural,20,Female,1,5,3,Self-employed in agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,5019.0,Other Backward Class,train,8561063,3.379898356856641,3.126646451517341
Krishnagiri,30,Rural,17,Female,1,5,3,Self-employed in agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,5019.0,Other Backward Class,train,8561063,3.379898356856641,3.126646451517341
Krishnagiri,30,Rural,21,Female,1,5,3,Self-employed in agriculture,Literate,Diploma/Certificate,Employed,Employed,15600.0,9817.0,Other Backward Class,train,2620128,1.0344236833619933,0.9569155038014819
Krishnagiri,30,Rural,22,Female,1,5,3,Casual labour in non-agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,5955.0,Other Backward Class,validation,1099775,0.43418997330261583,0.4016566168497397
Krishnagiri,30,Rural,20,Female,1,5,4,Self-employed in agriculture,Literate,Secondary,Employed,Employed,0.0,12652.0,Other Backward Class,train,2889042,1.140590637948795,1.0551274903110235
Krishnagiri,30,Rural,24,Female,2,4,8,Regular wage/salary earning,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,17230.0,Other Backward Class,validation,5938404,2.3444754374487027,2.1688065832801815
Krishnagiri,30,Rural,34,Male,2,1,4,Self-employed in agriculture,Literate,Diploma/Certificate,Employed,Employed,0.0,9883.0,Other Backward Class,train,918634,0.3626757036074426,0.36383079759806897
Krishnagiri,30,Rural,38,Male,2,1,4,Casual labour in non-agriculture,Literate,Primary,Employed,Employed,0.0,10387.0,Other Backward Class,holdout,462375,0.18254514687622195,0.18312653901271578
Krishnagiri,30,Rural,38,Male,2,3,4,Regular wage/salary earning,Literate,Middle,Employed,Employed,11800.0,8708.0,Other Backward Class,train,1965555,0.7759989752220436,0.7784704717796994
Krishnagiri,30,Rural,33,Male,2,1,4,Regular wage/salary earning,Literate,Higher Secondary,Employed,Employed,16200.0,10050.0,Other Backward Class,train,1965555,0.7759989752220436,0.7784704717796994
Krishnagiri,30,Rural,30,Male,2,4,4,Casual labour in non-agriculture,Literate,Middle,Employed,Employed,0.0,9818.0,Other Backward Class,train,2473197,0.9764154844419173,0.9795252920392141
Krishnagiri,30,Rural,38,Male,2,3,6,Self-employed in agriculture,Literate,Secondary,Employed,Employed,0.0,12778.0,Other Backward Class,train,701999,0.2771484413343302,0.2780311376272235
Krishnagiri,30,Rural,34,Male,2,1,5,Regular wage/salary earning,Literate,Primary,Employed,Employed,14600.0,12335.0,Other Backward Class,train,2992276,1.1813473088168562,1.1851098083824019
Krishnagiri,30,Rural,29,Male,1,5,2,Self-employed in agriculture,Literate,Higher Secondary,Employed,Employed,0.0,7667.0,Other Backward Class,train,2992276,1.1813473088168562,1.1851098083824019
Krishnagiri,30,Rural,38,Male,2,3,9,Casual labour in non-agriculture,Literate,Primary,Employed,Employed,0.0,19635.0,Other Backward Class,train,678925,0.2680388512418253,0.2688925341967192
Krishnagiri,30,Rural,34,Male,2,3,9,Casual labour in non-agriculture,Literate,Middle,Employed,Employed,0.0,19635.0,Other Backward Class,train,678925,0.2680388512418253,0.2688925341967192
Krishnagiri,30,Rural,39,Male,2,1,4,Casual labour in non-agriculture,Literate,Middle,Employed,Employed,0.0,9885.0,Other Backward Class,train,678925,0.2680388512418253,0.2688925341967192
Krishnagiri,30,Rural,43,Male,2,1,6,Casual labour in agriculture,Literate,Primary,Employed,Employed,0.0,11960.0,Scheduled Caste,validation,504764,0.1992802779515097,0.19991497018267526
Krishnagiri,30,Rural,35,Male,2,1,4,Self-employed in non-agriculture,Literate,Middle,Employed,Employed,0.0,9977.0,Other Backward Class,train,504764,0.1992802779515097,0.19991497018267526
Krishnagiri,30,Rural,27,Male,1,1,1,Casual labour in non-agriculture,Literate,Higher Secondary,Employed,Employed,0.0,3334.0,Scheduled Caste,validation,2583252,1.019865078687849,1.0231132698733194
Krishnagiri,30,Rural,29,Male,2,1,4,Casual labour in non-agriculture,Literate,Primary,Employed,Employed,0.0,11124.0,Other Backward Class,train,3690794,1.4571214551389644,1.4617622739743654
Krishnagiri,30,Rural,26,Male,1,5,4,Regular wage/salary earning,Literate,Secondary,Employed,Employed,0.0,11086.0,Scheduled Caste,validation,11658782,4.602874447337881,4.617534245501484
Krishnagiri,30,Rural,33,Male,2,3,3,Self-employed in agriculture,Literate,Diploma/Certificate,Employed,Employed,0.0,7576.0,Other Backward Class,train,3069921,1.212001470329058,1.2158616010218015
Krishnagiri,30,Rural,29,Male,1,1,1,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,0.0,5368.0,Other Backward Class,train,3069921,1.212001470329058,1.2158616010218015
Krishnagiri,30,Rural,27,Male,2,3,6,Regular wage/salary earning,Literate,Higher Secondary,Employed,Employed,13500.0,13530.0,Other Backward Class,train,8939259,3.5292097261304978,3.5404499854193467
Krishnagiri,30,Rural,43,Male,2,1,4,Casual labour in non-agriculture,Illiterate,Not literate,Employed,Employed,0.0,11218.0,Other Backward Class,train,2585436,1.0207273195113744,1.0239782568670015
Krishnagiri,30,Rural,33,Male,2,3,5,Regular wage/salary earning,Literate,Diploma/Certificate,Employed,Employed,24800.0,12369.0,Other Backward Class,train,2585436,1.0207273195113744,1.0239782568670015
Krishnagiri,30,Rural,29,Male,1,5,5,Regular wage/salary earning,Literate,Diploma/Certificate,Employed,Employed,0.0,12369.0,Other Backward Class,validation,2585436,1.0207273195113744,1.0239782568670015
Krishnagiri,30,Rural,43,Male,2,1,4,Casual labour in non-agriculture,Literate,Primary,Employed,Employed,0.0,10860.0,Other Backward Class,train,328084,0.12952720620219174,0.12993974030915997
Krishnagiri,30,Rural,29,Male,1,5,3,Self-employed in agriculture,Literate,Diploma/Certificate,Employed,Employed,0.0,9229.0,Other Backward Class,train,328084,0.12952720620219174,0.12993974030915997
Krishnagiri,30,Rural,33,Male,1,5,2,Casual labour in non-agriculture,Literate,Higher Secondary,Employed,Employed,0.0,4088.0,Other Backward Class,train,3785511,1.494515623674623,1.4992755400369067
Krishnagiri,30,Rural,27,Male,1,5,3,Casual labour in agriculture,Literate,Secondary,Employed,Employed,0.0,5698.0,Other Backward Class,validation,3785511,1.494515623674623,1.4992755400369067
Krishnagiri,30,Rural,29,Male,1,5,3,Self-employed in agriculture,Literate,Middle,Employed,Employed,0.0,7348.0,Other Backward Class,train,4991184,1.9705140121465239,1.9767899464625958
Krishnagiri,30,Rural,40,Male,2,1,7,Self-employed in agriculture,Literate,Secondary,Employed,Employed,0.0,16613.0,Other Backward Class,holdout,7094728,2.8009908944186956,2.809911833201637
Krishnagiri,30,Rural,33,Male,1,5,3,Regular wage/salary earning,Literate,Diploma/Certificate,Employed,Employed,19400.0,10286.0,Scheduled Caste,validation,4493140,1.7738867828827853,1.7795364747220195
Krishnagiri,30,Rural,41,Male,2,1,5,Casual labour in agriculture,Literate,Higher Secondary,Employed,Employed,0.0,5559.0,Other Backward Class,train,243360,0.09607826319285726,0.09638426501029361
Krishnagiri,30,Rural,27,Male,1,5,3,Self-employed in agriculture,Literate,Diploma/Certificate,Employed,Employed,0.0,8948.0,Other Backward Class,train,243360,0.09607826319285726,0.09638426501029361
Krishnagiri,30,Rural,38,Male,2,1,4,Regular wage/salary earning,Illiterate,Not literate,Employed,Employed,15600.0,8725.0,Other Backward Class,train,7298235,2.8813352365767693,2.890512065858811
Krishnagiri,30,Rural,35,Male,2,1,4,Regular wage/salary earning,Literate,Diploma/Certificate,Employed,Employed,24800.0,10024.0,Other Backward Class,train,1153121,0.455250916055271,0.4567008549183711
Krishnagiri,30,Rural,37,Male,2,1,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,0.0,7906.0,Other Backward Class,train,1144012,0.4516546927670407,0.4530931779378535
Krishnagiri,30,Rural,43,Male,2,1,3,Self-employed in agriculture,Literate,Primary,Employed,Employed,0.0,12437.0,Other Backward Class,train,3363110,1.327752168501521,1.331980956191521
Krishnagiri,30,Rural,35,Male,2,1,3,Regular wage/salary earning,Literate,Diploma/Certificate,Employed,Employed,24800.0,11676.0,Other Backward Class,holdout,489431,0.193226826235796,0.19384223869268988
Krishnagiri,30,Rural,42,Male,2,1,4,Regular wage/salary earning,Literate,Primary,Employed,Employed,16500.0,10692.0,Other Backward Class,train,5037271,1.9887091095979095,1.9950429938883412
Krishnagiri,30,Rural,36,Male,2,1,5,Regular wage/salary earning,Literate,Diploma/Certificate,Employed,Employed,22700.0,11508.0,Other Backward Class,train,654027,0.25820914793406824,0.2590315240462167
Krishnagiri,30,Rural,34,Male,2,3,6,Self-employed in agriculture,Literate,Diploma/Certificate,Employed,Employed,0.0,15943.0,Other Backward Class,train,3495249,1.3799205019172054,1.3843154417034997
Krishnagiri,30,Rural,38,Male,2,1,4,Regular wage/salary earning,Literate,Middle,Employed,Employed,16500.0,12271.0,Other Backward Class,train,978408,0.38627441376560273,0.3875046678180118
Krishnagiri,30,Rural,42,Male,2,1,3,Self-employed in agriculture,Literate,Primary,Employed,Employed,0.0,8613.0,Other Backward Class,train,1099775,0.43418997330261583,0.4355728346963168
Krishnagiri,30,Rural,34,Male,1,5,3,Regular wage/salary earning,Literate,Diploma/Certificate,Employed,Employed,14600.0,8128.0,Other Backward Class,validation,1099775,0.43418997330261583,0.4355728346963168
Krishnagiri,30,Rural,32,Male,2,1,3,Regular wage/salary earning,Literate,Diploma/Certificate,Employed,Employed,24700.0,8650.0,Other Backward Class,train,834754,0.329559970879727,0.3306095938297281
Krishnagiri,30,Rural,37,Male,2,1,7,Casual labour in non-agriculture,Literate,Middle,Employed,Employed,0.0,14286.0,Other Backward Class,validation,3842977,1.5172031379441855,1.5220353122800094
Krishnagiri,30,Rural,29,Male,2,3,8,Regular wage/salary earning,Literate,Diploma/Certificate,Employed,Employed,18700.0,17230.0,Other Backward Class,train,5938404,2.3444754374487027,2.351942409903795
Krishnagiri,30,Rural,27,Male,2,3,8,Regular wage/salary earning,Literate,Diploma/Certificate,Employed,Employed,0.0,17230.0,Other Backward Class,validation,5938404,2.3444754374487027,2.351942409903795
Krishnagiri,30,Rural,42,Male,2,1,3,Self-employed in agriculture,Literate,Middle,Employed,Employed,0.0,9648.0,Scheduled Caste,train,10270034,4.054598248075249,4.067511829062811
Krishnagiri,30,Rural,36,Male,2,1,5,Regular wage/salary earning,Literate,Primary,Employed,Employed,22500.0,9124.0,Other Backward Class,train,411839,0.16259358906592347,0.16311143703802725
Krishnagiri,30,Rural,4,Male,1,5,4,Self-employed in agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,9883.0,Other Backward Class,holdout,918634,0.3626757036074426,0.36383079759806897
Krishnagiri,30,Rural,1,Male,1,5,4,Casual labour in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,10387.0,Other Backward Class,train,462375,0.18254514687622195,0.18312653901271578
Krishnagiri,30,Rural,14,Male,1,6,4,Regular wage/salary earning,Literate,Middle,Not in labour force,Not in labour force,0.0,8708.0,Other Backward Class,train,1965555,0.7759989752220436,0.7784704717796994
Krishnagiri,30,Rural,9,Male,1,5,4,Regular wage/salary earning,Literate,Below Primary,Not in labour force,Not in labour force,0.0,10050.0,Other Backward Class,train,1965555,0.7759989752220436,0.7784704717796994
Krishnagiri,30,Rural,12,Male,1,6,6,Self-employed in agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,12778.0,Other Backward Class,holdout,701999,0.2771484413343302,0.2780311376272235
Krishnagiri,30,Rural,6,Male,1,6,6,Self-employed in agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,12778.0,Other Backward Class,validation,701999,0.2771484413343302,0.2780311376272235
Krishnagiri,30,Rural,3,Male,1,5,5,Regular wage/salary earning,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,12335.0,Other Backward Class,train,2992276,1.1813473088168562,1.1851098083824019
Krishnagiri,30,Rural,7,Male,1,6,9,Casual labour in non-agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,19635.0,Other Backward Class,holdout,678925,0.2680388512418253,0.2688925341967192
Krishnagiri,30,Rural,11,Male,1,5,6,Casual labour in agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,11960.0,Scheduled Caste,train,504764,0.1992802779515097,0.19991497018267526
Krishnagiri,30,Rural,2,Male,1,5,4,Self-employed in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,9977.0,Other Backward Class,train,504764,0.1992802779515097,0.19991497018267526
Krishnagiri,30,Rural,14,Male,1,5,5,Regular wage/salary earning,Literate,Middle,Not in labour force,Not in labour force,0.0,12239.0,Other Backward Class,train,8044494,3.1759574777504973,3.186072656022834
Krishnagiri,30,Rural,8,Male,1,5,5,Casual labour in agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,8169.0,Other Backward Class,train,2583252,1.019865078687849,1.0231132698733194
Krishnagiri,30,Rural,9,Male,1,5,4,Casual labour in non-agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,11124.0,Other Backward Class,train,3690794,1.4571214551389644,1.4617622739743654
Krishnagiri,30,Rural,7,Male,1,5,4,Casual labour in non-agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,11124.0,Other Backward Class,train,3690794,1.4571214551389644,1.4617622739743654
Krishnagiri,30,Rural,9,Male,1,6,4,Self-employed in agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,8472.0,Other Backward Class,train,3690794,1.4571214551389644,1.4617622739743654
Krishnagiri,30,Rural,4,Male,1,6,6,Regular wage/salary earning,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,13530.0,Other Backward Class,train,8939259,3.5292097261304978,3.5404499854193467
Krishnagiri,30,Rural,1,Male,1,6,6,Regular wage/salary earning,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,13530.0,Other Backward Class,holdout,8939259,3.5292097261304978,3.5404499854193467
Krishnagiri,30,Rural,14,Male,1,5,4,Casual labour in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,10860.0,Other Backward Class,train,328084,0.12952720620219174,0.12993974030915997
Krishnagiri,30,Rural,3,Male,1,5,7,Self-employed in agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,16613.0,Other Backward Class,validation,7094728,2.8009908944186956,2.809911833201637
Krishnagiri,30,Rural,1,Male,1,5,7,Self-employed in agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,16613.0,Other Backward Class,holdout,7094728,2.8009908944186956,2.809911833201637
Krishnagiri,30,Rural,8,Male,1,5,5,Casual labour in agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,5559.0,Other Backward Class,train,243360,0.09607826319285726,0.09638426501029361
Krishnagiri,30,Rural,14,Male,1,5,4,Regular wage/salary earning,Literate,Middle,Not in labour force,Not in labour force,0.0,8725.0,Other Backward Class,train,7298235,2.8813352365767693,2.890512065858811
Krishnagiri,30,Rural,11,Male,1,5,4,Regular wage/salary earning,Literate,Primary,Not in labour force,Not in labour force,0.0,8725.0,Other Backward Class,train,7298235,2.8813352365767693,2.890512065858811
Krishnagiri,30,Rural,8,Male,1,5,4,Regular wage/salary earning,Literate,Below Primary,Not in labour force,Not in labour force,0.0,10692.0,Other Backward Class,validation,5037271,1.9887091095979095,1.9950429938883412
Krishnagiri,30,Rural,2,Male,1,5,5,Regular wage/salary earning,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,11508.0,Other Backward Class,validation,654027,0.25820914793406824,0.2590315240462167
Krishnagiri,30,Rural,6,Male,1,6,6,Self-employed in agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,15943.0,Other Backward Class,train,3495249,1.3799205019172054,1.3843154417034997
Krishnagiri,30,Rural,3,Male,1,6,6,Self-employed in agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,15943.0,Other Backward Class,train,3495249,1.3799205019172054,1.3843154417034997
Krishnagiri,30,Rural,14,Male,1,5,3,Casual labour in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,7163.0,Other Backward Class,validation,1099775,0.43418997330261583,0.4355728346963168
Krishnagiri,30,Rural,4,Male,1,6,8,Regular wage/salary earning,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,17230.0,Other Backward Class,validation,5938404,2.3444754374487027,2.351942409903795
Krishnagiri,30,Rural,1,Male,1,6,8,Regular wage/salary earning,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,17230.0,Other Backward Class,train,5938404,2.3444754374487027,2.351942409903795
Krishnagiri,30,Rural,6,Male,1,5,5,Regular wage/salary earning,Literate,Below Primary,Not in labour force,Not in labour force,0.0,9124.0,Other Backward Class,validation,411839,0.16259358906592347,0.16311143703802725
Krishnagiri,30,Rural,3,Male,1,5,5,Regular wage/salary earning,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,9124.0,Other Backward Class,validation,411839,0.16259358906592347,0.16311143703802725
Krishnagiri,30,Rural,7,Female,1,5,4,Self-employed in agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,9883.0,Other Backward Class,train,918634,0.3626757036074426,0.3355008293179458
Krishnagiri,30,Rural,11,Female,1,5,4,Casual labour in non-agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,10387.0,Other Backward Class,train,462375,0.18254514687622195,0.16886724849710022
Krishnagiri,30,Rural,6,Female,1,5,4,Regular wage/salary earning,Literate,Below Primary,Not in labour force,Not in labour force,0.0,10050.0,Other Backward Class,train,1965555,0.7759989752220436,0.7178542624919553
